id,(Intercept),age_groupAdolescent,age_groupChild,age_groupOlder Adult,age_groupOthers,age_groupSenior
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;__,0.19603282414637685,0.3361207414839914,0.3376086694533783,0.27400657039728776,0.7261596396963513,0.3781942858583573
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sp,0.2427667249190955,2.6697972298062824,0.4123939503998486,0.30985470692646844,0.3007033266930641,0.3463643263034939
k__Fungi;__;__;__;__;__;__,0.5061208266171914,0.57507093114555,0.6762547944128999,0.5788266872417364,0.8631554004446693,0.6289855911525182
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_kudriavzevii,0.3943261627813345,0.479626320552567,0.7178057114577902,0.5746283090924592,0.80637885679847,0.5052836841438195
k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_circinelloides,0.29197714318638873,0.475256445425069,1.1731553183592012,0.31534123322377866,0.5676755132860799,0.3207394560658066
k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp,0.30674933184137887,0.7731973683433179,0.6181641855793796,0.3650470769208337,0.30701674587838795,0.4009269152610068
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces;s__Saccharomyces_cerevisiae,0.44763898530052865,0.5243366722572707,0.6808493549663096,0.5236916542480878,2.207337984821622,0.5440052496048532
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp,0.5495324265682711,0.6136238037779762,0.8331820092086792,0.6254089831118079,0.8893058203065695,0.5795925921041027
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asahii,0.5049190174796276,1.0332523112935512,0.8051985457053122,0.5890271659820085,1.387410825029211,0.5802312287614168
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;__,0.3180343359767113,0.7208120340297817,0.42035292839163657,0.4334428481956262,0.8772456010769424,0.4144221219241234
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_ovoides,0.5270656821146638,0.8594617601144218,1.3778341606304456,0.6021237870952437,0.6090382978554173,0.5600484041051786
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans,0.5061194498945663,0.5179776150379578,1.1566120968638958,0.6574191951065022,0.673199030709827,0.6430092525703504
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Suhomyces;s__Suhomyces_kilbournensis,0.2935073414310066,0.40086761429035483,0.6635931702103174,0.3415914476573208,0.7583043674244713,0.4000282719018696
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_roqueforti,0.3836138365641106,0.5874981254916579,0.6591473270912478,0.499008354228049,1.0588278140596807,0.599584566863954
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.4057707854961803,0.4890789456469468,0.43869458102547737,0.4393758404892544,0.40661017218821033,0.42263483140793184
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,0.3980657632609335,0.7750982570253643,1.3300502691505567,0.49995144861805496,1.086387675051052,0.5208864698854968
