id,(Intercept),country_sampleAustralia,country_sampleGermany,country_sampleIsle of Man,country_sampleNew Zealand,country_sampleNot provided,country_sampleSweden,country_sampleUnited Kingdom
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;__,-2.144717200736327,-0.4804333384227417,0.17250561939379855,0.6067608618783886,2.189367845516702,0.5008822498791494,0.6545713674889184,0.4395501334077574
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sp,0.005962198204293237,-0.785621164862485,1.650884166583697,-1.4487914954854315,-1.1654266424241597,-1.5481212095275199,-1.403938207736109,-2.9821834247739663
k__Fungi;__;__;__;__;__;__,0.6329946366641452,-1.8445157784520654,-2.124623605188773,5.173177985951429,0.9161054891903139,-1.8762648087735208,-1.7600261951569935,1.0968697780306873
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_kudriavzevii,1.1708567830715089,2.273508723555392,-2.8661784335538307,-2.4928907389757358,0.7066423662522101,-2.5839044542096525,-2.4517926204732294,-0.6304466434509897
k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_circinelloides,-2.3867857135417294,-0.20448881749351558,-0.5374968372882659,0.10639200314725067,-0.9792031689643766,-0.050598747999599486,0.1772826867969513,-3.2402361250479697
k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp,2.1797608252114693,2.5883915544812637,8.439357639989977,-4.597253693468255,0.6281184172314224,-4.763682858550508,9.962517503131538,0.31347939014763776
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces;s__Saccharomyces_cerevisiae,0.3791094545752446,-0.5615144442761147,-1.9331285919812096,-1.5909538660420492,0.7752475989184353,-1.6743817248201642,-1.5532812139844856,-0.6423418867658368
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp,-2.4947683702763404,2.5744554337108023,-0.10224798345137218,0.46958111292619853,-0.7204927523856549,0.33015971946454925,49.36129528702135,-1.9201955145471044
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asahii,0.2494752776120912,0.43662315658148365,-2.1092611883173897,-1.6997606107612135,0.950541958180043,33.08477633959916,-1.6546755369489765,0.08341081835652911
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;__,1.4115394709280698,-3.494453200198148,-2.7476345084083724,-2.4534438242179366,-0.7720835000015462,-2.5251723798180414,-2.4210541050367094,-2.852493152687532
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_ovoides,-0.7169944755162401,-0.1271811972800568,37.46487478502453,-0.8349581494558985,0.5879945729194128,-0.9418003176429853,-0.7867125407810892,-0.22315977620403474
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans,12.546099104431542,1.2276286635932667,-3.1019223200346286,-3.0921601622702717,-1.9942946018658325,-3.8267958249533556,-1.845130020216838,-0.20447392159180322
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Suhomyces;s__Suhomyces_kilbournensis,-9.777428195203008,0.5926770382477489,5.438397445231573,14.618358356492132,1.4364436870082087,6.160853550208939,37.97665631987867,6.525362443072404
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_roqueforti,2.48935251397685,-3.1296534575465116,3.9317875783778353,-3.7165781932127486,1.0441708631631124,-3.801064955446719,7.857292964080884,1.1371293079239924
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,-2.412014886148401,0.24804940432183095,0.2107258580971997,0.6954209636823356,-0.48108631710185557,0.5772442786328713,0.7487847824640883,-1.3810376160370235
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,2.6655576209932605,-0.12447782586992476,4.506668129553625,-3.81443302298921,0.3829382871405703,-3.8935258618754793,-3.778717890858923,-1.4005646977653188
